"index","source_url","final_url","status","http_status","content_type","bytes","local_path","error"
"1","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/brand/discovaz/logo-small-dark-mode.png/s1600x1600","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/brand/discovaz/logo-small-dark-mode.png/s1600x1600","ok","200","image/avif","1910","images/0001_s1600x1600.avif",""
"2","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/cpi/6/0/x/1926463388/c368x207","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/cpi/6/0/x/1926463388/c368x207","ok","200","image/avif","13057","images/0002_c368x207.avif",""
