"index","source_url","final_url","status","http_status","content_type","bytes","local_path","error"
"1","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/brand/infoqo/logo-small.png/s1600x1600","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/brand/infoqo/logo-small.png/s1600x1600","ok","200","image/png","1699","images/0001_s1600x1600.png",""
"2","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/cpi/8/3/x/1206144371/c368x207","https://imagedelivery.net/5Ang-4Bzu7smtpGYulrfSQ/cpi/8/3/x/1206144371/c368x207","ok","200","image/avif","4590","images/0002_c368x207.avif",""
